cardId;pokemonId;name;rarity;releaseDate;availableQuantity;cards;pokemonType;description;image;hp;attack;defense;speed;weight;height;is_legendary;is_mythical;n_location_area;n_encounters;averageMaxChance;pokemonRarity;gym
c-11-10;11;metapod;rare;Thu Jun 06 2024 18:07:14 GMT+0200 (Central European Summer Time);100;;bug;Su frágil cuerpo está recubierto de una coraza dura como el acero. Permanece quieto en su desarrollo.@NEWDESCRIPTION@Este Pokémon es vulnerable al ataque cuando su coraza es blanda y no lo protege del todo.@NEWDESCRIPTION@La capa que recubre el cuerpo de este Pokémon es tan dura como una plancha de hierro. Metapod apenas se mueve. Permanece inmóvil para que las vísceras evolucionen dentro de la coraza que le rodea.@NEWDESCRIPTION@La capa que recubre el cuerpo de este Pokémon es tan dura como una plancha de hierro. Metapod apenas se mueve. Permanece inmóvil para que las vísceras evolucionen dentro de la coraza que le rodea.@NEWDESCRIPTION@La dura capa que le recubre el cuerpo protege sus delicadas vísceras. Metapod apenas se mueve para evitar que estas se desparramen.@NEWDESCRIPTION@Su coraza es muy dura, pero no deja de estar hecha de quitina, por lo que podría quebrarse. Es mejor no llevarlo en combates muy intensos.@NEWDESCRIPTION@El interior del caparazón es un líquido viscoso. Todas las células de su cuerpo se están regenerando en preparación para su evolución.@NEWDESCRIPTION@Su dura coraza resiste los picotazos de un Pikipek, pero, si se agita mucho, su contenido puede verterse por el suelo.@NEWDESCRIPTION@Pese a su constante empeño por endurecer su coraza para protegerse, puede romperse si recibe un fuerte impacto y quedar expuesto.@NEWDESCRIPTION@Pese a su constante empeño por endurecer su coraza para protegerse, puede romperse si recibe un fuerte impacto y quedar expuesto.@NEWDESCRIPTION@Como en este estado solo puede endurecer su coraza, permanece inmóvil a la espera de evolucionar.@NEWDESCRIPTION@Aunque cuenta con una coraza muy dura, tiene un cuerpo bastante blando. Un ataque violento puede acabar con él.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/11.svg;50;20;55;30;99;7;false;false;30;64;20.46875;common;none
c-12-11;12;butterfree;rare;Thu Jun 06 2024 18:07:15 GMT+0200 (Central European Summer Time);100;;bug;Adora el néctar de las flores. Puede localizar hasta las más pequeñas cantidades de polen.@NEWDESCRIPTION@Tiene las alas protegidas con una capa impermeable, de ahí que pueda volar también cuando llueve.@NEWDESCRIPTION@Butterfree tiene una habilidad especial para encontrar delicioso polen en las flores. Puede localizar, extraer y transportar polen de flores que estén floreciendo a 10 km de distancia de su nido.@NEWDESCRIPTION@Butterfree tiene una habilidad especial para encontrar delicioso polen en las flores. Puede localizar, extraer y transportar polen de flores que estén floreciendo a 10 km de distancia de su nido.@NEWDESCRIPTION@Al mirar sus grandes ojos desde cerca, puede observarse como en realidad están compuestos de incontables ojos diminutos.@NEWDESCRIPTION@Cuando lo atacan, Butterfree aletea con fuerza y esparce escamas venenosas con las que hace frente a su adversario.@NEWDESCRIPTION@Si un Pokémon pájaro acecha a un Caterpie, Butterfree esparcirá las escamas venenosas que recubren sus alas para ahuyentarlo.@NEWDESCRIPTION@Adora el néctar de las flores más bellas. Libra feroces disputas territoriales en los prados con los Cutiefly.@NEWDESCRIPTION@Sus alas están recubiertas de escamas venenosas impermeables que le permiten volar bajo la lluvia.@NEWDESCRIPTION@Sus alas están recubiertas de escamas venenosas impermeables que le permiten volar bajo la lluvia.@NEWDESCRIPTION@Aletea a gran velocidad para lanzar al aire sus escamas extremadamente tóxicas.@NEWDESCRIPTION@Recoge néctar a diario y se lo adhiere al pelo de las patas para llevarlo a su nido.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/12.svg;60;45;50;70;320;11;false;false;22;36;18.555555555555557;common;none
c-13-12;13;weedle;common;Thu Jun 06 2024 18:07:16 GMT+0200 (Central European Summer Time);100;;bug;Suele habitar bosques y praderas. Tiene un afilado y venenoso aguijón de unos 5 cm encima de la cabeza.@NEWDESCRIPTION@Su venenoso aguijón es muy potente y su colorido cuerpo hace que los enemigos huyan.@NEWDESCRIPTION@Weedle tiene un finísimo sentido del olfato. Es capaz de distinguir las hojas que le gustan de las que no le gustan olisqueando un poco con la gran nariz que tiene.@NEWDESCRIPTION@Weedle tiene un finísimo sentido del olfato. Es capaz de distinguir las hojas que le gustan de las que no le gustan olisqueando un poco con la gran nariz que tiene.@NEWDESCRIPTION@El aguijón de la cabeza es muy puntiagudo. Se alimenta de hojas oculto en la espesura de bosques y praderas.@NEWDESCRIPTION@El aguijón de la cabeza es muy puntiagudo. Se alimenta de hojas oculto en la espesura de bosques y praderas.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/13.svg;40;35;30;50;32;3;false;false;26;51;68.23529411764706;common;none
c-14-13;14;kakuna;ultrarare;Thu Jun 06 2024 18:07:16 GMT+0200 (Central European Summer Time);100;;bug;Casi incapaz de moverse, este Pokémon solo puede endurecer su caparazón para protegerse.@NEWDESCRIPTION@Se esconde de sus atacantes entre las ramas de los árboles mientras espera a evolucionar.@NEWDESCRIPTION@Kakuna permanece prácticamente inmóvil al encaramarse a los árboles, aunque la actividad interna de su organismo tiene un ritmo frenético, pues se prepara para su evolución. Prueba de esto es la alta temperatura de su caparazón.@NEWDESCRIPTION@Kakuna permanece prácticamente inmóvil al encaramarse a los árboles, aunque la actividad interna de su organismo tiene un ritmo frenético, pues se prepara para su evolución. Prueba de esto es la alta temperatura de su caparazón.@NEWDESCRIPTION@Aunque es casi incapaz de moverse, en caso de sentirse amenazado puede envenenar a los enemigos con su aguijón.@NEWDESCRIPTION@Aunque es casi incapaz de moverse, en caso de sentirse amenazado puede envenenar a los enemigos con su aguijón.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/14.svg;45;25;50;35;100;6;false;false;23;41;26.70731707317073;common;none
c-15-14;15;beedrill;rare;Thu Jun 06 2024 18:07:17 GMT+0200 (Central European Summer Time);100;;bug;Tiene 3 aguijones venenosos en sus patas y cola. Suelen pinchar a sus enemigos repetidas veces.@NEWDESCRIPTION@Puede aparecer en enjambres volando a gran velocidad. Suele usar el venenoso aguijón inferior para atacar.@NEWDESCRIPTION@Los Beedrill defienden su territorio a toda costa. No es conveniente acercarse a su colmena, por seguridad. Si se les molesta, todo un enjambre atacará ferozmente.@NEWDESCRIPTION@Los Beedrill defienden su territorio a toda costa. No es conveniente acercarse a su colmena, por seguridad. Si se les molesta, todo un enjambre atacará ferozmente.@NEWDESCRIPTION@Tiene tres aguijones venenosos, dos en las patas anteriores y uno en la parte baja del abdomen, con los que ataca a sus enemigos una y otra vez.@NEWDESCRIPTION@Tiene tres aguijones venenosos, dos en las patas anteriores y uno en la parte baja del abdomen, con los que ataca a sus enemigos una y otra vez.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/15.svg;65;90;40;75;295;10;false;false;16;19;22.526315789473685;common;none
c-16-15;16;pidgey;common;Thu Jun 06 2024 18:07:17 GMT+0200 (Central European Summer Time);100;;normal;Muy común en bosques y selvas. Aletea al nivel del suelo para levantar la gravilla.@NEWDESCRIPTION@Es manso y prefiere evitar los problemas. Sin embargo, si le molestan atacará ferozmente.@NEWDESCRIPTION@Pidgey tiene un sentido de la orientación muy desarrollado. Es capaz de regresar a su nido, por lejos que se encuentre de las zonas que le resultan familiares.@NEWDESCRIPTION@Pidgey tiene un sentido de la orientación muy desarrollado. Es capaz de regresar a su nido, por lejos que se encuentre de las zonas que le resultan familiares.@NEWDESCRIPTION@Su docilidad es tal que suelen defenderse levantando arena en lugar de contraatacar.@NEWDESCRIPTION@Su docilidad es tal que suelen defenderse levantando arena en lugar de contraatacar.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/16.svg;40;45;40;56;18;3;false;false;34;148;46.148648648648646;common;none
c-17-16;17;pidgeotto;rare;Thu Jun 06 2024 18:07:17 GMT+0200 (Central European Summer Time);100;;normal;Tiene unas garras desarrolladas. Puede atrapar un Exeggcute y transportarlo desde una distancia de casi 100 km.@NEWDESCRIPTION@Muy protector de su amplio territorio, este Pokémon picoteará ferozmente a los intrusos.@NEWDESCRIPTION@Pidgeotto se apodera de una zona muy vasta como su territorio y la sobrevuela para controlarla. Si alguien invade su espacio vital, no tendrá ningún reparo en castigarlo con sus afiladas garras.@NEWDESCRIPTION@Pidgeotto se apodera de una zona muy vasta como su territorio y la sobrevuela para controlarla. Si alguien invade su espacio vital, no tendrá ningún reparo en castigarlo con sus afiladas garras.@NEWDESCRIPTION@Su extraordinaria vitalidad y resistencia le permiten cubrir grandes distancias del territorio que habita en busca de presas.@NEWDESCRIPTION@Su extraordinaria vitalidad y resistencia le permiten cubrir grandes distancias del territorio que habita en busca de presas.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/17.svg;63;60;55;71;300;11;false;false;24;83;25.204819277108435;common;none
c-18-17;18;pidgeot;common;Thu Jun 06 2024 18:07:18 GMT+0200 (Central European Summer Time);100;;normal;"Cuando caza, vuela muy deprisa a ras del agua y sorprende a inocentes presas como Magikarp.@NEWDESCRIPTION@Para intimidar a su enemigo, extiende las increíbles alas que tiene. Este Pokémon vuela a una velocidad increíble.@NEWDESCRIPTION@El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza; lo que les lleva a elegir a Pidgeot como su Pokémon.@NEWDESCRIPTION@El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza; lo que les lleva a elegir a Pidgeot como su Pokémon.@NEWDESCRIPTION@Este Pokémon vuela a una velocidad de 2 mach en busca de presas. Sus grandes garras son armas muy peligrosas.@NEWDESCRIPTION@Este Pokémon vuela a una velocidad de 2 mach en busca de presas. Sus grandes garras son armas muy peligrosas.";https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/18.svg;83;80;75;101;395;15;false;false;1;2;100;common;none
c-19-18;19;rattata;common;Thu Jun 06 2024 18:07:18 GMT+0200 (Central European Summer Time);100;;normal;Vive allí donde haya comida disponible. Busca todo el día, sin descanso, algo comestible.@NEWDESCRIPTION@Tiene unos largos y afilados colmillos que no dejan de crecer. Le resultan muy útiles para destruir cosas.@NEWDESCRIPTION@Rattata es cauto como él solo. Hasta cuando duerme mueve las orejas para oír todos los ruidos. No es nada delicado a la hora de elegir su hábitat. Cualquier sitio es bueno para cavar su madriguera.@NEWDESCRIPTION@Rattata es cauto como él solo. Hasta cuando duerme mueve las orejas para oír todos los ruidos. No es nada delicado a la hora de elegir su hábitat. Cualquier sitio es bueno para cavar su madriguera.@NEWDESCRIPTION@Debe cuidar regularmente sus incisivos, pues estos siguen creciendo hasta que muere. Si no tiene nada con qué afilarlos, suele roer pilares.@NEWDESCRIPTION@Su gran resistencia le permite vivir en los lugares más insalubres. Su población puede crecer rápidamente.@NEWDESCRIPTION@Sus incisivos crecen durante toda su vida. Si aumentan demasiado de tamaño, no puede alimentarse y muere de inanición.@NEWDESCRIPTION@Un Pokémon muy extendido con el que conviene tener cuidado ya que sus afilados incisivos son capaces de roer maderas nobles sin problema.@NEWDESCRIPTION@Es propenso a hincar los incisivos en cualquier cosa que se le ponga por delante. Si se ve alguno, seguramente haya cuarenta cerca.@NEWDESCRIPTION@Es propenso a hincar los incisivos en cualquier cosa que se le ponga por delante. Si se ve alguno, seguramente haya cuarenta cerca.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/19.svg;30;56;35;72;35;3;false;false;58;250;77.824;common;none
c-20-19;20;raticate;common;Thu Jun 06 2024 18:07:19 GMT+0200 (Central European Summer Time);100;;normal;Lima sus colmillos royendo objetos duros. Con ellos puede destruir incluso paredes de hormigón.@NEWDESCRIPTION@Con las membranas de las patas traseras, puede atravesar ríos. Busca su alimento en zonas extensas.@NEWDESCRIPTION@A Raticate le crecen los incisivos firmes y fuertes. Para mantenerlos afilados roe troncos y rocas, e incluso las paredes de las casas.@NEWDESCRIPTION@A Raticate le crecen los incisivos firmes y fuertes. Para mantenerlos afilados roe troncos y rocas, e incluso las paredes de las casas.@NEWDESCRIPTION@Es un excelente nadador. Gracias a las pequeñas membranas de sus patas traseras puede cruzar ríos y, en ocasiones, hasta mares.@NEWDESCRIPTION@No hay que dejarse engañar por su aspecto, pues es más feroz de lo que parece. Si alguien intenta tocarlo, puede llevarse un mordisco.@NEWDESCRIPTION@Las pequeñas membranas que tiene en las patas traseras le permiten nadar entre las islas de Alola y escapar así de sus depredadores.@NEWDESCRIPTION@Mantiene el equilibrio gracias a sus bigotes. Aunque le coja confianza a alguien, uno puede llevarse un mordisco si intenta tocarlo.@NEWDESCRIPTION@Gracias a las pequeñas membranas de las patas traseras, puede nadar por los ríos para capturar presas.@NEWDESCRIPTION@Gracias a las pequeñas membranas de las patas traseras, puede nadar por los ríos para capturar presas.;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/20.svg;55;81;60;97;185;7;false;false;40;129;31.8062015503876;common;none
